,nombre_completo_censo,año,ADM0NAME,ADM1NAME,ADM2NAME,poblacion,hombre,mujer,nacio_aqui,indigena,Afrodescendiente,discapacitado,alfabeto_si,alfabeto_no,alfabeto_si_15_o_mas,alfabeto_no_15_o_mas,sin_escolaridad_o_preescolar,primaria,secundaria,terciaria,posgrado,Ocupado,desocupado,inactivo,cantidad_de_viviendas,casa_o_departamento,viviendas_sin_bano,viviendas_sin_celular,viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,viviendas_sin_electricidad,vivirendas_sin_alcantarillado,viviendas_sin_servicio_de_basura,viviendas_sin_internet,personas_en_casa_o_depto,personas_sin_cel,personas_sin_agua_por_caneria,personas_sin_alcantarillado,personas_sin_bano,personas_sin_electricidad,personas_sin_internet,personas_sin_servicio_basura,urb_poblacion,urb_hombre,urb_mujer,urb_nacio_aqui,urb_indigena,urb_Afrodescendiente,urb_discapacitado,urb_alfabeto_si,urb_alfabeto_no,urb_alfabeto_si_15_o_mas,urb_alfabeto_no_15_o_mas,urb_sin_escolaridad_o_preescolar,urb_primaria,urb_secundaria,urb_terciaria,urb_posgrado,urb_Ocupado,urb_desocupado,urb_inactivo,urb_cantidad_de_viviendas,urb_casa_o_departamento,urb_viviendas_sin_bano,urb_viviendas_sin_celular,urb_viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,urb_viviendas_sin_electricidad,urb_vivirendas_sin_alcantarillado,urb_viviendas_sin_servicio_de_basura,urb_viviendas_sin_internet,urb_personas_en_casa_o_depto,urb_personas_sin_cel,urb_personas_sin_agua_por_caneria,urb_personas_sin_alcantarillado,urb_personas_sin_bano,urb_personas_sin_electricidad,urb_personas_sin_internet,urb_personas_sin_servicio_basura,Ciudad_norm_x,Estado_norm_x,estado_censo,estado_gdf,similitud_estado,indice,Estado_censo,nombre_censo,nombre_gdf,similitud,estado,ciudad,latitud,longitud,detalles,Ciudad_norm_y,Estado_norm_y,index_right,limraisg,area_sig_h,shape_Leng,shape_Area,Amazonas
92,Pao de San Juan Bautista_Cojedes,2011,Venezuela,Cojedes,Pao de San Juan Bautista,16810,9082,7728,13647,19,1121,15777,12989,2866,10159,1470,2512,6515,4873,1513,,,,,5881,3741,1702,640,2776,371,4035,3383,4702,,,,,,,,,5430,2755,2675,,8,423,4987,4290,786,,,701,1732,1698,824,,,,,1644,1410,147,640,245,2,663,224,1302,,,,,,,,,pao san juan bautista,cojedes,cojedes,cojedes,100,4,cojedes,pao san juan bautista,pao san juan bautista,100,,,,,,,,,,,,,False
93,Ricaurte_Cojedes,2011,Venezuela,Cojedes,Ricaurte,12657,6676,5981,9981,2,701,11953,10204,1759,8186,856,1612,4197,4102,1799,,,,,3922,3432,335,351,463,53,1606,1224,3130,,,,,,,,,5250,2644,2606,,1,307,5029,4305,646,,,579,1592,1755,919,,,,,1413,1296,62,351,35,1,564,337,1193,,,,,,,,,ricaurte,cojedes,cojedes,cojedes,100,5,cojedes,ricaurte,ricaurte,100,,,,,,,,,,,,,False
94,Romulo Gallegos_Cojedes,2011,Venezuela,Cojedes,Romulo Gallegos,18297,9353,8944,13059,20,979,17200,14896,2334,11936,844,2174,5722,6200,2707,,,,,5600,4315,547,1975,619,169,1278,1041,4239,,,,,,,,,16212,8144,8068,,7,890,15251,13243,2022,,,1867,4853,5596,2568,,,,,4750,3916,274,1975,240,12,740,553,3604,,,,,,,,,romulo gallegos,cojedes,cojedes,cojedes,100,6,cojedes,romulo gallegos,romulo gallegos,100,,,,,,,,,,,,,False
95,Ezequiel Zamora_Cojedes,2011,Venezuela,Cojedes,Ezequiel Zamora,106760,53236,53524,82606,86,3648,100031,88928,11783,72454,3834,11022,28077,36219,23367,,,,,32576,28577,1766,13009,3560,226,6468,4418,22661,,,,,,,,,94994,46872,48122,,78,3233,88814,79835,9765,,,9088,23479,32887,22315,,,,,28737,26104,784,13009,2088,37,3534,2135,19456,,,,,,,,,ezequiel zamora,cojedes,cojedes,cojedes,100,7,cojedes,ezequiel zamora,ezequiel zamora,100,,,,,,,,,,,,,False
96,Tinaco_Cojedes,2011,Venezuela,Cojedes,Tinaco,32564,16365,16199,26027,18,1675,30488,26765,3962,21768,1569,3721,9321,11374,5612,,,,,9757,8609,508,3073,1958,73,2772,1383,7650,,,,,,,,,28790,14299,14491,,18,1503,26958,23721,3425,,,3213,7980,10123,5200,,,,,8389,7589,294,3073,1430,17,1735,791,6598,,,,,,,,,tinaco,cojedes,cojedes,cojedes,100,8,cojedes,tinaco,tinaco,100,,,,,,,,,,,,,False
97,Antonio Diaz_Delta Amacuro,2011,Venezuela,Delta Amacuro,Antonio Diaz,26655,13982,12673,26234,24577,382,25944,10100,13998,6738,8606,12537,6704,2400,604,,,,,6082,3480,4186,0,4578,2178,4910,4736,5032,,,,,,,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,antonio diaz,delta amacuro,delta amacuro,delta amacuro,100,0,delta amacuro,antonio diaz,antonio diaz,100,Delta Amacuro,Antonio Diaz,8.6463979,-61.1385825,"Municipio Antonio Díaz, Delta Amacuro, Venezuela",antonio diaz,delta amacuro,0.0,1.0,846654806.58,215.60126354,692.668742221,True
98,Casacoima_Delta Amacuro,2011,Venezuela,Delta Amacuro,Casacoima,29555,15805,13750,7285,428,2298,28224,23220,4397,17626,1469,3909,9997,10314,2529,,,,,9262,6546,1274,2966,4787,390,7231,3014,6616,,,,,,,,,21048,10953,10095,,90,1599,20130,16736,2870,,,2565,6477,7965,2038,,,,,6221,4766,453,2966,3220,23,4893,1217,4281,,,,,,,,,casacoima,delta amacuro,delta amacuro,delta amacuro,100,1,delta amacuro,casacoima,casacoima,100,Delta Amacuro,Casacoima,8.5097955,-62.0623836,"Municipio Casacoima, Delta Amacuro, Venezuela",casacoima,delta amacuro,0.0,1.0,846654806.58,215.60126354,692.668742221,True
99,Pedernales_Delta Amacuro,2011,Venezuela,Delta Amacuro,Pedernales,6438,3362,3076,6071,4440,176,6144,2572,3234,1808,1926,2819,1307,932,187,,,,,1391,884,690,0,944,208,1146,754,1172,,,,,,,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,pedernales,delta amacuro,delta amacuro,delta amacuro,100,2,delta amacuro,pedernales,pedernales,100,Delta Amacuro,Pedernales,9.969285,-62.2537169,"Pedernales, Parroquia Pedernales, Municipio Pedernales, Delta Amacuro, Venezuela",pedernales,delta amacuro,0.0,1.0,846654806.58,215.60126354,692.668742221,True
100,Tucupita_Delta Amacuro,2011,Venezuela,Delta Amacuro,Tucupita,102877,52056,50821,87915,12098,5703,97490,79934,15760,63715,5644,13348,25502,33964,18268,,,,,26174,21696,3370,5973,5519,943,11499,5455,20208,,,,,,,,,86487,43358,43129,,5219,5194,81604,70345,10274,,,8640,20846,30451,17228,,,,,21812,18695,1610,5973,3108,41,7792,2407,16332,,,,,,,,,tucupita,delta amacuro,delta amacuro,delta amacuro,100,3,delta amacuro,tucupita,tucupita,100,Delta Amacuro,Tucupita,9.0660268,-62.0542973,"Tucupita, Parroquia Monseñor Argimiro García, Municipio Tucupita, Delta Amacuro, 6401, Venezuela",tucupita,delta amacuro,0.0,1.0,846654806.58,215.60126354,692.668742221,True
101,Acosta_Falcon,2011,Venezuela,Falcon,Acosta,19045,9840,9205,14517,2,1506,17787,15455,2618,12161,1099,2203,7502,5992,1857,,,,,5988,5429,632,1103,623,24,4049,1370,4412,,,,,,,,,9241,4697,4544,,1,409,8521,7507,1253,,,1032,3373,3000,1107,,,,,2693,2526,198,1103,172,9,1898,347,2110,,,,,,,,,acosta,falcon,falcon,falcon,100,0,falcon,acosta,acosta,100,,,,,,,,,,,,,False
102,Bolivar_Falcon,2011,Venezuela,Falcon,Bolivar,8539,4357,4182,8197,3,474,8035,7087,1046,5704,456,879,2595,2989,1390,,,,,3124,3024,220,0,371,7,1819,866,2158,,,,,,,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,bolivar,falcon,falcon,falcon,100,1,falcon,bolivar,bolivar,100,,,,,,,,,,,,,False
103,Buchivacoa_Falcon,2011,Venezuela,Falcon,Buchivacoa,22897,11886,11011,19263,19,747,20639,18365,3307,14683,1609,3177,8802,6284,2935,,,,,8269,8018,1664,369,2365,225,5175,4540,5658,,,,,,,,,3389,1643,1746,,10,109,3252,2842,365,,,328,933,1074,819,,,,,1222,1203,40,369,29,0,375,177,735,,,,,,,,,buchivacoa,falcon,falcon,falcon,100,2,falcon,buchivacoa,buchivacoa,100,,,,,,,,,,,,,False
104,Cacique Manaure_Falcon,2011,Venezuela,Falcon,Cacique Manaure,10874,5481,5393,7543,1,794,9878,8737,1519,6795,598,1315,3937,3538,1146,,,,,3211,2895,216,422,355,13,1491,354,2512,,,,,,,,,9758,4884,4874,,1,729,8874,7859,1333,,,1155,3500,3188,1066,,,,,2846,2571,176,422,165,9,1212,80,2223,,,,,,,,,cacique manaure,falcon,falcon,falcon,100,3,falcon,cacique manaure,cacique manaure,100,,,,,,,,,,,,,False
105,Carirubana_Falcon,2011,Venezuela,Falcon,Carirubana,239444,118672,120772,202644,760,6139,224341,205820,21325,172296,4924,19359,57777,93486,48545,,,,,64755,64088,830,26727,1680,121,17650,3895,41562,,,,,,,,,231409,114535,116874,,717,5968,216854,199070,20458,,,18568,55164,90526,47560,,,,,62107,61414,594,26727,1132,61,15785,2350,39533,,,,,,,,,carirubana,falcon,falcon,falcon,100,4,falcon,carirubana,carirubana,100,,,,,,,,,,,,,False
106,Colina_Falcon,2011,Venezuela,Falcon,Colina,41510,20536,20974,36814,40,2324,38633,35052,4111,28426,971,3836,10770,14943,8572,,,,,11907,11599,609,5765,479,45,3392,1376,8168,,,,,,,,,33885,16633,17252,,38,1785,31362,28807,3150,,,2941,8164,12444,7523,,,,,9369,9171,254,5765,144,17,1526,414,6199,,,,,,,,,colina,falcon,falcon,falcon,100,5,falcon,colina,colina,100,,,,,,,,,,,,,False
107,Dabajuro_Falcon,2011,Venezuela,Falcon,Dabajuro,23388,11658,11730,18656,15,1174,22102,18941,3184,15217,1406,2762,7598,6454,4447,,,,,7342,7231,756,1994,841,89,3839,1761,5693,,,,,,,,,18523,9078,9445,,13,875,17452,15270,2241,,,1907,5607,5305,4009,,,,,5743,5674,155,1994,55,4,2396,511,4265,,,,,,,,,dabajuro,falcon,falcon,falcon,100,6,falcon,dabajuro,dabajuro,100,,,,,,,,,,,,,False
108,Democracia_Falcon,2011,Venezuela,Falcon,Democracia,9944,5156,4788,9143,5,499,8908,7947,1524,6469,826,1421,4050,2672,1066,,,,,3575,3470,970,333,2497,139,2616,1741,2544,,,,,,,,,3688,1832,1856,,0,157,3171,3089,414,,,385,1213,1158,671,,,,,1245,1229,76,333,949,2,954,133,862,,,,,,,,,democracia,falcon,falcon,falcon,100,7,falcon,democracia,democracia,100,,,,,,,,,,,,,False
109,Falcon_Falcon,2011,Venezuela,Falcon,Falcon,46215,23922,22293,42887,44,1713,43126,38839,5083,32315,1836,4705,15102,16209,7121,,,,,18238,18058,1529,1816,2839,166,10066,5996,10785,,,,,,,,,11096,5572,5524,,5,352,10273,9512,1029,,,938,2918,4092,2398,,,,,3155,3131,99,1816,78,4,1252,233,2255,,,,,,,,,falcon,falcon,falcon,falcon,100,8,falcon,falcon,falcon,100,,,,,,,,,,,,,False
110,Federacion_Falcon,2011,Venezuela,Falcon,Federacion,29251,14716,14535,26222,13,1291,27088,23691,4014,18998,1759,3768,10029,8766,4423,,,,,8069,7304,1212,1610,2005,140,4189,3364,6897,,,,,,,,,14981,7355,7626,,11,569,13975,12359,1810,,,1645,4264,4733,3054,,,,,3902,3655,140,1610,164,9,666,427,3294,,,,,,,,,federacion,falcon,falcon,falcon,100,9,falcon,federacion,federacion,100,,,,,,,,,,,,,False
111,Jacura_Falcon,2011,Venezuela,Falcon,Jacura,11232,5801,5431,9703,2,808,10561,8452,2160,6518,1180,1803,4680,2865,824,,,,,3433,2924,794,0,799,34,2074,1723,2561,,,,,,,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,jacura,falcon,falcon,falcon,100,10,falcon,jacura,jacura,100,,,,,,,,,,,,,False
112,Los Taques_Falcon,2011,Venezuela,Falcon,Los Taques,41579,20681,20898,33484,152,1288,38400,35216,4075,28871,872,3845,10163,15749,8825,,,,,13331,13113,162,3297,461,21,6305,816,6596,,,,,,,,,37296,18462,18834,,131,1150,34414,31707,3561,,,3356,8788,14152,8369,,,,,11371,11241,76,3297,112,9,5209,126,5623,,,,,,,,,los taques,falcon,falcon,falcon,100,11,falcon,los taques,los taques,100,,,,,,,,,,,,,False
113,Mauroa_Falcon,2011,Venezuela,Falcon,Mauroa,24920,12883,12037,16124,87,1150,23832,20071,3508,16108,1521,3548,8724,7121,3752,,,,,7617,6908,1256,499,1704,136,4791,3746,6117,,,,,,,,,11782,5781,6001,,12,374,11176,9849,1312,,,1311,3542,3588,2484,,,,,3139,3028,189,499,106,6,1272,495,2595,,,,,,,,,mauroa,falcon,falcon,falcon,100,12,falcon,mauroa,mauroa,100,,,,,,,,,,,,,False
114,Miranda_Falcon,2011,Venezuela,Falcon,Miranda,211537,104300,107237,191495,133,11137,196038,178005,22274,147590,7249,19887,51505,71027,51319,,,,,54539,53099,2076,22203,2194,139,6510,6263,36792,,,,,,,,,195496,95952,99544,,130,9587,181454,165509,19564,,,17490,45641,66040,49894,,,,,48960,47845,655,22203,619,45,2413,2162,32590,,,,,,,,,miranda,falcon,falcon,falcon,100,13,falcon,miranda,miranda,100,,,,,,,,,,,,,False
115,Monseñor Iturriza_Falcon,2011,Venezuela,Falcon,Monseñor Iturriza,19300,9848,9452,13077,16,1358,18276,16102,2245,13036,811,1927,7073,6723,2111,,,,,12614,12327,210,510,572,48,3569,1660,4555,,,,,,,,,12254,6140,6114,,2,810,11528,10469,1217,,,1093,4143,4529,1664,,,,,7271,7179,21,510,54,1,1835,436,2713,,,,,,,,,monsenor iturriza,falcon,falcon,falcon,100,14,falcon,monsenor iturriza,monsenor iturriza,100,,,,,,,,,,,,,False
116,Palmasola_Falcon,2011,Venezuela,Falcon,Palmasola,7077,3640,3437,2751,1,467,6639,5407,1218,4079,533,1003,2952,1928,464,,,,,2066,1906,140,0,787,11,1353,935,1710,,,,,,,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,palmasola,falcon,falcon,falcon,100,15,falcon,palmasola,palmasola,100,,,,,,,,,,,,,False
117,Petit_Falcon,2011,Venezuela,Falcon,Petit,13725,7105,6620,13214,2,2135,12985,10894,2167,8749,1210,1963,4533,4175,1983,,,,,4124,3736,523,567,1072,31,2436,1844,3451,,,,,,,,,4577,2280,2297,,2,583,4285,3759,602,,,577,1305,1468,840,,,,,1334,1277,63,567,114,3,437,147,1092,,,,,,,,,petit,falcon,falcon,falcon,100,16,falcon,petit,petit,100,,,,,,,,,,,,,False
118,Piritu_Falcon,2011,Venezuela,Falcon,Piritu,10628,5422,5206,9767,1,686,9788,8489,1618,6979,848,1413,3881,3097,1309,,,,,3615,3370,758,108,1727,30,2230,1793,2819,,,,,,,,,2934,1468,1466,,0,132,2751,2413,370,,,334,954,888,560,,,,,920,890,63,108,65,5,436,70,678,,,,,,,,,piritu,falcon,falcon,falcon,100,17,falcon,piritu,piritu,100,,,,,,,,,,,,,False
119,San Francisco_Falcon,2011,Venezuela,Falcon,San Francisco,11030,5587,5443,9158,0,679,10682,9000,1485,7192,609,1285,3978,3450,1549,,,,,2861,2523,374,168,649,5,2284,1466,2358,,,,,,,,,4738,2370,2368,,0,239,4601,3955,557,,,485,1496,1528,931,,,,,1237,1127,59,168,67,2,884,80,972,,,,,,,,,san francisco,falcon,falcon,falcon,100,18,falcon,san francisco,san francisco,100,,,,,,,,,,,,,False
120,Silva_Falcon,2011,Venezuela,Falcon,Silva,32193,16430,15763,21126,57,2879,30676,25969,4196,20702,1423,3637,11593,11466,2193,,,,,21258,20007,586,2843,1050,45,5739,2419,7637,,,,,,,,,26485,13355,13130,,46,2325,25199,21521,3308,,,2810,9105,9777,2005,,,,,18361,17488,371,2843,429,2,4131,1084,6046,,,,,,,,,silva,falcon,falcon,falcon,100,19,falcon,silva,silva,100,,,,,,,,,,,,,False
121,Sucre_Falcon,2011,Venezuela,Falcon,Sucre,5781,2972,2809,5438,1,235,5370,4861,647,3976,274,588,1798,2058,950,,,,,2019,1897,293,176,457,13,1353,568,1464,,,,,,,,,3706,1855,1851,,1,152,3444,3158,351,,,317,954,1386,783,,,,,1171,1153,50,176,92,2,749,82,852,,,,,,,,,sucre,falcon,falcon,falcon,100,20,falcon,sucre,sucre,100,,,,,,,,,,,,,False
122,Tocopero_Falcon,2011,Venezuela,Falcon,Tocopero,5519,2827,2692,4946,1,203,4977,4527,694,3727,263,622,1853,1711,906,,,,,1656,1609,159,186,592,2,1297,511,1257,,,,,,,,,4269,2189,2080,,1,122,3816,3548,505,,,445,1332,1374,794,,,,,1336,1308,64,186,368,2,1024,240,981,,,,,,,,,tocopero,falcon,falcon,falcon,100,21,falcon,tocopero,tocopero,100,,,,,,,,,,,,,False
123,Union_Falcon,2011,Venezuela,Falcon,Union,15660,7941,7719,14379,0,907,15042,12042,2638,9262,1215,2461,6261,3866,1846,,,,,4348,3805,493,1012,1606,167,2282,1619,3752,,,,,,,,,7844,3869,3975,,0,472,7464,6221,1159,,,1046,2821,2148,1200,,,,,2100,1986,75,1012,548,3,745,236,1803,,,,,,,,,union,falcon,falcon,falcon,100,22,falcon,union,union,100,,,,,,,,,,,,,False
124,Urumaco_Falcon,2011,Venezuela,Falcon,Urumaco,8349,4293,4056,7880,2,516,7313,6596,1392,5345,829,1191,2922,2277,1270,,,,,3186,3064,1008,0,853,39,2274,1522,2284,,,,,,,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,urumaco,falcon,falcon,falcon,100,23,falcon,urumaco,urumaco,100,,,,,,,,,,,,,False
125,Zamora_Falcon,2011,Venezuela,Falcon,Zamora,33210,16564,16646,30079,20,1742,29099,27723,3789,22860,1388,3135,9968,11076,6489,,,,,10205,9724,668,858,1299,40,4075,2791,8003,,,,,,,,,24742,12206,12536,,13,1120,21718,20830,2579,,,2137,6876,8514,5289,,,,,7359,7120,266,858,172,18,1903,1159,5754,,,,,,,,,zamora,falcon,falcon,falcon,100,24,falcon,zamora,zamora,100,,,,,,,,,,,,,False
126,Camaguan_Guarico,2011,Venezuela,Guarico,Camaguan,24391,12154,12237,10133,16,1590,23140,19019,3863,14786,1738,3518,7869,6190,4731,,,,,7245,5812,1256,2706,1675,195,3673,2055,5907,,,,,,,,,18357,8954,9403,,6,1222,17357,14642,2601,,,2406,5481,4815,4146,,,,,5109,4462,523,2706,593,27,1840,720,4007,,,,,,,,,camaguan,guarico,guarico,guarico,100,0,guarico,camaguan,camaguan,100,,,,,,,,,,,,,False
127,Chaguaramas_Guarico,2011,Venezuela,Guarico,Chaguaramas,12966,6832,6134,11387,62,1010,12270,10113,2115,8156,1044,1861,4460,4137,1402,,,,,4245,3511,566,572,1152,109,1541,1223,3030,,,,,,,,,8866,4490,4376,,2,555,8379,7208,1154,,,986,2921,3038,1158,,,,,2522,2169,215,572,437,8,478,153,1836,,,,,,,,,chaguaramas,guarico,guarico,guarico,100,1,guarico,chaguaramas,chaguaramas,100,,,,,,,,,,,,,False
128,El Socorro_Guarico,2011,Venezuela,Guarico,El Socorro,17097,8813,8284,15857,2,1495,15964,13401,2765,10960,1414,2493,5781,4704,2484,,,,,5440,4511,678,1015,1306,233,1637,1195,4232,,,,,,,,,12339,6148,6191,,2,1047,11514,9874,1778,,,1672,3822,3627,2105,,,,,3565,3240,116,1015,372,9,526,251,2848,,,,,,,,,el socorro,guarico,guarico,guarico,100,2,guarico,el socorro,el socorro,100,,,,,,,,,,,,,False
129,San Geronimo de Guayabal_Guarico,2011,Venezuela,Guarico,San Geronimo de Guayabal,20206,10510,9696,16894,68,1653,19412,14371,4627,10745,2652,4432,7863,3860,2184,,,,,6393,3383,3391,434,4245,1418,5106,4569,6027,,,,,,,,,5946,2850,3096,,0,499,5568,4794,803,,,730,1704,1580,1378,,,,,1713,1501,174,434,317,14,623,282,1470,,,,,,,,,san geronimo guayabal,guarico,guarico,guarico,100,3,guarico,san geronimo guayabal,san geronimo guayabal,100,,,,,,,,,,,,,False
130,Leonardo Infante_Guarico,2011,Venezuela,Guarico,Leonardo Infante,120889,59943,60946,108610,159,5657,115326,100650,13987,83243,5093,13206,35855,39111,23324,,,,,37425,32307,3236,14932,5542,801,6842,4732,24167,,,,,,,,,105403,51279,54124,,143,4308,100301,89006,10964,,,10288,28843,35590,22343,,,,,30230,27532,992,14932,2576,22,2115,1091,19471,,,,,,,,,leonardo infante,guarico,guarico,guarico,100,4,guarico,leonardo infante,leonardo infante,100,,,,,,,,,,,,,False
131,Las Mercedes_Guarico,2011,Venezuela,Guarico,Las Mercedes,33025,17096,15929,28045,65,3311,31547,24769,6185,19255,3002,5876,11539,9212,3453,,,,,9419,7434,1378,4735,1433,392,3838,2227,7842,,,,,,,,,29176,14799,14377,,53,2892,27885,22279,5055,,,4761,10107,8403,3282,,,,,7526,6191,796,4735,673,60,2535,1272,6506,,,,,,,,,las mercedes,guarico,guarico,guarico,100,5,guarico,las mercedes,las mercedes,100,,,,,,,,,,,,,False
132,Julian Mellado_Guarico,2011,Venezuela,Guarico,Julian Mellado,27664,14148,13516,22380,107,1604,26290,22920,3234,18580,1117,3314,9378,9221,3819,,,,,8276,6691,731,2970,1555,130,1879,1300,6468,,,,,,,,,23940,12049,11891,,73,1331,22706,19961,2665,,,2727,7876,8076,3583,,,,,6732,5615,457,2970,1042,17,1033,533,5314,,,,,,,,,julian mellado,guarico,guarico,guarico,100,6,guarico,julian mellado,julian mellado,100,,,,,,,,,,,,,False
133,Francisco de Miranda_Guarico,2011,Venezuela,Guarico,Francisco de Miranda,141987,71195,70792,114409,211,8319,133331,116109,17566,93808,6403,16652,42182,47511,23170,,,,,42889,38663,2612,11184,11725,854,13085,5096,33099,,,,,,,,,126860,62680,64180,,138,6795,119142,104708,14674,,,13844,36196,43454,22238,,,,,36291,33521,1054,11184,8654,79,8446,1564,28122,,,,,,,,,francisco miranda,guarico,guarico,guarico,100,7,guarico,francisco miranda,francisco miranda,100,,,,,,,,,,,,,False
134,Jose Tadeo Monagas_Guarico,2011,Venezuela,Guarico,Jose Tadeo Monagas,74559,38057,36502,64777,61,3397,70507,60582,10066,48829,4204,10647,26358,22806,8880,,,,,23370,18389,2060,11477,3219,466,8091,3680,17646,,,,,,,,,57085,28421,28664,,55,2474,54002,47404,6733,,,7068,18616,18906,8165,,,,,17476,14639,661,11477,1471,28,3637,748,12606,,,,,,,,,jose tadeo monagas,guarico,guarico,guarico,100,8,guarico,jose tadeo monagas,jose tadeo monagas,100,,,,,,,,,,,,,False
135,Ortiz_Guarico,2011,Venezuela,Guarico,Ortiz,23755,12513,11242,17108,68,2109,21888,18977,3464,15047,1493,3236,8366,7361,2877,,,,,8274,6070,1206,1508,2520,355,3638,2054,6315,,,,,,,,,11418,5754,5664,,25,850,10342,9481,1305,,,1213,3466,3870,1924,,,,,3395,2778,298,1508,651,20,965,173,2629,,,,,,,,,ortiz,guarico,guarico,guarico,100,9,guarico,ortiz,ortiz,100,,,,,,,,,,,,,False
136,Jose Felix Ribas_Guarico,2011,Venezuela,Guarico,Jose Felix Ribas,38408,19930,18478,35646,4,2794,35819,30839,5662,24695,2691,5107,14171,10303,5387,,,,,10549,7925,2716,3630,4196,747,5133,4535,8859,,,,,,,,,22814,11287,11527,,1,1319,21126,18975,2720,,,2489,6989,6924,4373,,,,,5710,5084,348,3630,1595,24,1137,646,4476,,,,,,,,,jose felix ribas,guarico,guarico,guarico,100,10,guarico,jose felix ribas,jose felix ribas,100,,,,,,,,,,,,,False
137,Juan German Roscio_Guarico,2011,Venezuela,Guarico,Juan German Roscio,126178,63798,62380,95497,88,4213,115464,106117,13812,89643,5636,11530,29432,43051,30860,,,,,39304,32957,1132,12559,5684,452,12257,2867,25143,,,,,,,,,118795,59718,59077,,76,3888,108429,100150,12757,,,10587,26680,40636,30158,,,,,36089,30770,766,12559,4363,209,9854,1600,22721,,,,,,,,,juan german roscio,guarico,guarico,guarico,100,11,guarico,juan german roscio,juan german roscio,100,,,,,,,,,,,,,False
138,San Jose de Guaribe_Guarico,2011,Venezuela,Guarico,San Jose de Guaribe,11426,5930,5496,9193,7,409,10644,9156,1599,7208,626,1725,3863,3356,1449,,,,,3391,2825,332,1374,666,27,1085,866,2502,,,,,,,,,8313,4252,4061,,7,313,7690,6815,1022,,,1108,2474,2610,1353,,,,,2438,2167,136,1374,272,6,376,188,1777,,,,,,,,,san jose guaribe,guarico,guarico,guarico,100,12,guarico,san jose guaribe,san jose guaribe,100,,,,,,,,,,,,,False
139,Santa Maria de Ipire_Guarico,2011,Venezuela,Guarico,Santa Maria de Ipire,13161,7236,5925,11648,5,1053,12266,10138,2403,8261,1466,2418,4703,3683,1501,,,,,4807,3920,1347,671,2041,722,2858,2047,4115,,,,,,,,,8351,4201,4150,,4,622,7765,6779,1158,,,1163,2502,2724,1385,,,,,2601,2409,95,671,298,6,821,45,2078,,,,,,,,,santa maria ipire,guarico,guarico,guarico,100,13,guarico,santa maria ipire,santa maria ipire,100,,,,,,,,,,,,,False
140,Pedro Zaraza_Guarico,2011,Venezuela,Guarico,Pedro Zaraza,62027,31368,30659,55881,25,3964,59649,49063,9854,39598,4874,9006,20044,17027,11015,,,,,17546,14883,3304,2748,4213,1597,6272,4286,14196,,,,,,,,,47651,23252,24399,,24,2704,45763,38896,6358,,,5891,13425,14345,10375,,,,,12979,12266,426,2748,531,83,2381,851,10277,,,,,,,,,pedro zaraza,guarico,guarico,guarico,100,14,guarico,pedro zaraza,pedro zaraza,100,,,,,,,,,,,,,False
141,Andres Eloy Blanco_Lara,2011,Venezuela,Lara,Andres Eloy Blanco,47245,24915,22330,44486,9,1440,43958,33943,10373,26179,5214,9480,20188,8844,3729,,,,,13789,10353,5055,651,4892,568,7422,6433,11693,,,,,,,,,19900,9786,10114,,0,437,18165,16031,2787,,,2873,7249,5272,3139,,,,,5814,5182,376,651,196,39,944,234,4615,,,,,,,,,andres eloy blanco,lara,lara,lara,100,0,lara,andres eloy blanco,andres eloy blanco,100,,,,,,,,,,,,,False
142,Crespo_Lara,2011,Venezuela,Lara,Crespo,49958,25431,24527,45448,22,1488,46768,39418,7950,31464,3784,7167,17919,15236,5897,,,,,14944,13496,1807,5525,4309,183,6423,3780,11377,,,,,,,,,40777,20376,20401,,19,1167,38026,33266,5441,,,4899,13467,13837,5680,,,,,11529,10803,574,5525,2405,52,3937,1346,8845,,,,,,,,,crespo,lara,lara,lara,100,1,lara,crespo,crespo,100,,,,,,,,,,,,,False
143,Iribarren_Lara,2011,Venezuela,Lara,Iribarren,996230,490077,506153,860382,1278,19984,934930,844436,100783,705876,29825,95339,282257,373920,172149,,,,,283605,247074,11534,107204,52917,1579,61081,23365,185810,,,,,,,,,958748,470075,488673,,832,18921,899793,816587,93351,,,88294,264951,365326,170625,,,,,270624,237218,8191,107204,44774,1191,50675,13778,175193,,,,,,,,,iribarren,lara,lara,lara,100,2,lara,iribarren,iribarren,100,,,,,,,,,,,,,False
