,nombre_completo_censo,año,ADM0NAME,ADM1NAME,ADM2NAME,poblacion,hombre,mujer,nacio_aqui,indigena,Afrodescendiente,discapacitado,alfabeto_si,alfabeto_no,alfabeto_si_15_o_mas,alfabeto_no_15_o_mas,sin_escolaridad_o_preescolar,primaria,secundaria,terciaria,posgrado,Ocupado,desocupado,inactivo,cantidad_de_viviendas,casa_o_departamento,viviendas_sin_bano,viviendas_sin_celular,viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,viviendas_sin_electricidad,vivirendas_sin_alcantarillado,viviendas_sin_servicio_de_basura,viviendas_sin_internet,personas_en_casa_o_depto,personas_sin_cel,personas_sin_agua_por_caneria,personas_sin_alcantarillado,personas_sin_bano,personas_sin_electricidad,personas_sin_internet,personas_sin_servicio_basura,urb_poblacion,urb_hombre,urb_mujer,urb_nacio_aqui,urb_indigena,urb_Afrodescendiente,urb_discapacitado,urb_alfabeto_si,urb_alfabeto_no,urb_alfabeto_si_15_o_mas,urb_alfabeto_no_15_o_mas,urb_sin_escolaridad_o_preescolar,urb_primaria,urb_secundaria,urb_terciaria,urb_posgrado,urb_Ocupado,urb_desocupado,urb_inactivo,urb_cantidad_de_viviendas,urb_casa_o_departamento,urb_viviendas_sin_bano,urb_viviendas_sin_celular,urb_viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,urb_viviendas_sin_electricidad,urb_vivirendas_sin_alcantarillado,urb_viviendas_sin_servicio_de_basura,urb_viviendas_sin_internet,urb_personas_en_casa_o_depto,urb_personas_sin_cel,urb_personas_sin_agua_por_caneria,urb_personas_sin_alcantarillado,urb_personas_sin_bano,urb_personas_sin_electricidad,urb_personas_sin_internet,urb_personas_sin_servicio_basura,Ciudad_norm_x,Estado_norm_x,estado_censo,estado_gdf,similitud_estado,indice,Estado_censo,nombre_censo,nombre_gdf,similitud,DPA_CANTON,DPA_DESCAN,DPA_VALOR,DPA_ANIO,DPA_PROVIN,DPA_DESPRO,SUPERFICIE,Ciudad_norm_y,Estado_norm_y,index_right,limraisg,area_sig_h,shape_Leng,shape_Area,Amazonas
83,PEDRO CARBO_GUAYAS,2010,Ecuador,GUAYAS,PEDRO CARBO,43436,22608,20828,27390,82,2701,2770,32120,6141,23952,4735,5611,20984,8733,1641,47,14436,988,22837,14130,11225,3043,5828,8679,1786,10089,5648,12111,35177,18578,30704,35750,8910,5063,42399,19360,20220,10286,9934,11661,69,1902,1246,15725,2278,11863,1711,2108,8659,5290,1255,40,6818,560,10625,6176,5344,383,2035,2770,326,3365,435,5285,17711,6750,10454,12686,988,997,19413,1546.0,pedro carbo,guayas,guayas,guayas,100,13,guayas,pedro carbo,pedro carbo,100,,,,,,,,,,,,,,,False
84,SAMBORONDON_GUAYAS,2010,Ecuador,GUAYAS,SAMBORONDON,67590,33502,34088,34234,271,3257,2541,57035,4273,45387,2816,3788,24018,15605,16680,2952,27490,1303,32515,20940,17951,2642,3315,6723,668,8685,4904,11523,57992,11273,25829,33774,8672,2024,43022,18680,42637,20487,22150,17493,220,1804,1528,37594,1473,30554,788,1505,10365,10431,15987,2944,19126,760,19181,13593,13117,216,1135,1074,85,2501,180,5049,41231,3918,4086,10035,573,235,18648,658.0,samborondon,guayas,guayas,guayas,100,14,guayas,samborondon,samborondon,100,,,,,,,,,,,,,,,False
85,SANTA LUCIA_GUAYAS,2010,Ecuador,GUAYAS,SANTA LUCIA,38923,20276,18647,26222,72,1580,2266,29607,5280,22554,4133,4752,19278,8305,1171,29,12672,782,21433,12233,9909,2770,4179,8098,1191,9786,7474,10513,31986,13587,29587,35720,9008,3560,38082,27192,8810,4431,4379,6034,55,640,548,7259,734,5634,531,733,3391,2840,743,26,3168,271,4554,2731,2411,134,636,992,141,1535,112,2287,7797,2095,3776,5745,395,399,8386,359.0,santa lucia,guayas,guayas,guayas,100,15,guayas,santa lucia,santa lucia,100,,,,,,,,,,,,,,,False
86,URBINA JADO_GUAYAS,2010,Ecuador,GUAYAS,URBINA JADO,57402,29828,27574,43605,52,1514,3057,44006,6998,33232,5137,6002,30638,11896,1556,37,18425,1036,31543,17163,12259,4355,6031,12599,1218,15049,11648,15121,41366,20323,47850,56928,14739,3662,56369,44261,10840,5342,5498,8107,34,605,587,8734,854,6786,554,737,4458,3494,815,22,3698,290,5600,3346,2714,353,1048,1401,130,2786,432,2794,8971,3460,5308,10564,882,320,10303,1561.0,urbina jado,guayas,guayas,guayas,100,16,guayas,urbina jado,urbina jado,100,,,,,,,,,,,,,,,False
87,YAGUACHI_GUAYAS,2010,Ecuador,GUAYAS,YAGUACHI,60958,31264,29694,27739,140,3820,3105,48402,5475,36369,3669,4815,28622,15572,3179,90,21000,1179,31698,18282,13362,2565,4781,8725,1286,14565,7696,15436,45619,16014,33055,55898,7769,4045,58274,28705,17806,8825,8981,9831,32,1584,975,14602,1243,11062,791,1194,6579,6081,1473,48,6013,531,9301,5288,4194,423,1272,1256,280,3462,503,4355,14299,4438,4822,13511,1187,949,16590,1757.0,yaguachi,guayas,guayas,guayas,100,17,guayas,yaguachi,yaguachi,100,,,,,,,,,,,,,,,False
88,SIMON BOLIVAR_GUAYAS,2010,Ecuador,GUAYAS,SIMON BOLIVAR,25483,13270,12213,13131,102,1594,1299,20495,2226,15522,1587,1841,12583,6817,961,18,9704,252,12765,8237,6279,968,2291,4916,591,6969,3269,6904,19823,7223,17820,25190,2780,1748,24717,11650,7300,3655,3645,3757,37,548,370,6089,481,4668,334,406,2970,2608,490,9,2837,148,3585,2393,2122,90,557,1030,76,1983,113,1936,6557,1713,3757,7183,206,217,6889,353.0,simon bolivar,guayas,guayas,guayas,100,19,guayas,simon bolivar,simon bolivar,100,,,,,,,,,,,,,,,False
89,CORONEL MARCELINO MARIDUEÑA_GUAYAS,2010,Ecuador,GUAYAS,CORONEL MARCELINO MARIDUEÑA,12033,6265,5768,4979,156,521,730,10234,707,7980,471,645,4948,3876,1142,32,4304,176,6461,3931,3468,199,699,905,168,1420,702,2957,10746,2255,3480,5374,542,565,10931,2629,7163,3674,3489,3585,82,387,535,6394,260,5146,167,277,2418,2740,1005,30,2551,139,3964,2317,2156,5,341,159,13,154,1,1694,6661,1078,614,549,8,54,6175,1.0,coronel marcelino mariduena,guayas,guayas,guayas,100,20,guayas,coronel marcelino mariduena,coronel marcelino mariduena,100,,,,,,,,,,,,,,,False
90,LOMAS DE SARGENTILLO_GUAYAS,2010,Ecuador,GUAYAS,LOMAS DE SARGENTILLO,18413,9466,8947,10888,6,1132,1115,13934,2411,10457,1833,2395,8918,3758,725,23,5900,474,9971,5466,4518,1247,2110,2956,463,4738,809,4810,15551,6996,11162,18090,3839,1388,17807,2996,13775,7033,6742,8175,3,832,840,10666,1581,8063,1164,1504,6423,3169,680,21,4394,418,7435,4006,3562,720,1529,1851,290,3497,237,3557,12421,5108,7047,13474,2052,876,13256,856.0,lomas sargentillo,guayas,guayas,guayas,100,21,guayas,lomas sargentillo,lomas sargentillo,100,,,,,,,,,,,,,,,False
91,GENERAL ANTONIO ELIZALDE_GUAYAS,2010,Ecuador,GUAYAS,GENERAL ANTONIO ELIZALDE,10642,5369,5273,3457,192,520,639,8645,789,6479,508,658,4761,3097,775,23,4018,181,5235,3814,3086,214,734,1221,129,1666,768,2759,8871,2293,4801,6579,698,431,10132,3122,6079,3004,3075,2029,63,337,397,5059,350,3873,222,343,2327,2050,584,18,2274,133,3002,2175,1771,38,382,412,33,660,101,1609,5145,1099,1499,2526,89,116,5625,422.0,general antonio elizalde,guayas,guayas,guayas,100,23,guayas,general antonio elizalde,general antonio elizalde,100,,,,,,,,,,,,,,,False
92,ISIDRO AYORA_GUAYAS,2010,Ecuador,GUAYAS,ISIDRO AYORA,10870,5585,5285,4921,10,976,721,8067,1495,5794,1122,1260,5768,2021,333,15,3457,218,5887,3624,3082,719,1306,2092,328,2936,1414,2973,9567,4170,7677,10812,2236,883,10678,5034,5967,3016,2951,2551,9,714,370,4710,569,3462,393,494,2804,1575,290,15,1904,162,3213,1830,1651,160,590,870,99,1563,56,1588,5446,1947,3324,5916,486,294,5819,200.0,isidro ayora,guayas,guayas,guayas,100,24,guayas,isidro ayora,isidro ayora,100,,,,,,,,,,,,,,,False
93,IBARRA_IMBABURA,2010,Ecuador,IMBABURA,IBARRA,181175,87786,93389,120661,16007,15748,8830,152898,11687,120461,6967,9129,72021,48505,32127,2031,77149,3520,83916,56022,48478,2277,8942,10740,602,7972,5271,42251,161014,27026,42556,32127,8002,1969,155130,20793,131856,63349,68507,82731,3208,9753,5897,114104,6101,91598,2899,4262,46946,38414,28761,1899,58204,2845,59156,40110,35068,228,4540,4344,124,1544,795,30275,117902,12397,16676,6107,552,387,108410,2992.0,ibarra,imbabura,imbabura,imbabura,100,0,imbabura,ibarra,ibarra,100,,,,,,,,,,,,,,,False
94,ANTONIO ANTE_IMBABURA,2010,Ecuador,IMBABURA,ANTONIO ANTE,43518,21069,22449,29267,7754,768,2239,35647,3615,27524,2390,2927,20239,10710,4921,177,18420,595,20247,12514,10877,733,2644,3287,212,2236,1171,10226,39032,8579,13918,9301,2544,559,40044,4440,21286,10216,11070,13893,973,406,1056,18074,1234,14315,693,887,8909,6066,3290,125,9733,257,9318,6162,5454,159,1025,1046,52,486,314,4963,19288,2986,4212,1939,467,125,18702,1098.0,antonio ante,imbabura,imbabura,imbabura,100,1,imbabura,antonio ante,antonio ante,100,,,,,,,,,,,,,,,False
95,COTACACHI_IMBABURA,2010,Ecuador,IMBABURA,COTACACHI,40036,20090,19946,31013,16235,1101,2354,29279,6366,20866,4798,5158,20209,6801,2668,120,14601,460,20584,12488,10116,2099,4092,4977,548,5497,4009,9381,34546,14757,21450,23750,8050,1654,37990,16555,8848,4280,4568,5822,1644,166,462,7451,567,5932,348,474,3091,2608,1742,92,3906,147,3965,2831,2559,42,472,249,22,179,62,2088,8245,1335,920,642,70,38,7546,216.0,cotacachi,imbabura,imbabura,imbabura,100,2,imbabura,cotacachi,cotacachi,100,,,,,,,,,,,,,,,False
96,OTAVALO_IMBABURA,2010,Ecuador,IMBABURA,OTAVALO,104874,50446,54428,83292,60032,1041,5586,77797,16039,56441,12317,14536,47212,20975,9698,437,40625,2100,51111,30970,25858,2693,8101,10458,1052,10265,4370,23719,92043,28397,44901,43826,8461,3145,96977,17115,39354,18821,20533,26404,11219,788,1792,32438,3167,25158,2010,2549,15231,10912,6577,317,17330,743,17532,11530,9746,110,1658,1598,81,716,311,8724,34395,5243,6566,2964,278,264,33319,1179.0,otavalo,imbabura,imbabura,imbabura,100,3,imbabura,otavalo,otavalo,100,,,,,,,,,,,,,,,False
97,PIMAMPIRO_IMBABURA,2010,Ecuador,IMBABURA,PIMAMPIRO,12970,6448,6522,9644,1751,1317,1005,10388,1431,7905,1068,1204,7122,2714,686,19,5498,136,6185,5052,3778,485,1423,1850,118,1727,1398,3627,10623,3841,6602,6034,1391,267,12565,4750,5138,2494,2644,3460,135,188,376,4333,367,3399,241,318,2384,1458,513,15,2293,78,2329,1728,1387,27,437,265,7,86,50,1456,4332,1027,931,282,57,13,4827,156.0,pimampiro,imbabura,imbabura,imbabura,100,4,imbabura,pimampiro,pimampiro,100,,,,,,,,,,,,,,,False
98,SAN MIGUEL DE URCUQUI_IMBABURA,2010,Ecuador,IMBABURA,SAN MIGUEL DE URCUQUI,15671,7825,7846,12007,861,1451,785,12240,1861,9236,1303,1561,9126,2549,633,16,5976,184,7941,5790,4968,563,1609,2041,138,1540,1236,4067,14095,5135,8195,6139,1958,451,15440,4930,3298,1593,1705,2272,104,274,177,2729,255,2123,162,251,1513,891,287,6,1343,50,1591,1012,935,32,204,240,5,138,41,836,3118,558,954,558,83,18,3195,164.0,san miguel urcuqui,imbabura,imbabura,imbabura,100,5,imbabura,san miguel urcuqui,san miguel urcuqui,100,,,,,,,,,,,,,,,False
99,LOJA_LOJA,2010,Ecuador,LOJA,LOJA,214855,103470,111385,159575,5513,5297,9387,184382,9685,145971,4761,6742,78731,51569,54088,4180,87725,4412,101930,71111,60078,3165,8920,14419,1093,13959,9899,46917,189614,28088,57178,56173,10755,3640,173805,37749,170280,81475,88805,122722,1111,4886,7040,147958,5881,118340,2322,3713,53402,43553,51190,4034,70549,3912,79378,51915,44045,440,4519,6789,379,4616,2498,35435,149362,14050,27660,19988,1361,1396,130700,9983.0,loja,loja,loja,loja,100,0,loja,loja,loja,100,,,,,,,,,,,,,,,False
100,CALVAS_LOJA,2010,Ecuador,LOJA,CALVAS,28185,13950,14235,22712,100,326,1801,23369,2013,17971,1179,1756,13926,5764,3500,236,9931,394,15057,8986,8104,1549,2233,3522,329,3696,3389,6675,25899,7653,14444,15129,5843,1106,26726,13792,13311,6401,6910,9393,95,278,631,11453,514,9031,226,404,4782,3624,2994,226,5084,303,6580,3806,3315,52,740,423,7,224,130,3040,11613,2568,1768,986,171,25,12041,525.0,calvas,loja,loja,loja,100,1,loja,calvas,calvas,100,,,,,,,,,,,,,,,False
101,CATAMAYO_LOJA,2010,Ecuador,LOJA,CATAMAYO,30638,15226,15412,19078,103,2290,1747,25895,1886,19507,1054,1585,14812,7862,2961,110,11163,625,15993,9952,8523,1076,1901,2737,314,3109,2043,7488,26955,6073,11109,12710,3827,1130,28782,8011,22697,11171,11526,13220,89,2132,1155,19220,1261,14477,683,1046,9984,6493,2631,102,8262,544,11675,6543,5567,293,1144,1349,137,1462,574,5404,19775,3698,5756,6338,1014,540,21029,2428.0,catamayo,loja,loja,loja,100,2,loja,catamayo,catamayo,100,,,,,,,,,,,,,,,False
102,CELICA_LOJA,2010,Ecuador,LOJA,CELICA,14468,7506,6962,10907,22,216,842,11725,1184,8840,685,1039,7743,2922,999,47,4857,150,7902,4505,4137,939,1030,2068,161,2235,2192,3511,13270,3332,8568,9271,3582,534,13744,9059,4400,2272,2128,2813,20,174,175,3732,198,2937,75,160,1570,1412,718,37,1805,57,2068,1239,1169,22,197,145,2,89,47,996,3849,638,625,370,58,6,3830,174.0,celica,loja,loja,loja,100,3,loja,celica,celica,100,,,,,,,,,,,,,,,False
103,CHAGUARPAMBA_LOJA,2010,Ecuador,LOJA,CHAGUARPAMBA,7161,3734,3427,4701,5,42,587,5982,531,4632,340,563,4249,1255,304,10,2694,34,3785,3306,3004,541,698,1397,218,1609,1612,2004,6609,1904,4852,5593,1652,588,6936,5557,1090,527,563,746,1,20,63,949,37,749,19,38,447,326,156,10,420,17,549,364,316,13,68,77,4,80,67,282,965,183,300,300,33,7,1026,236.0,chaguarpamba,loja,loja,loja,100,4,loja,chaguarpamba,chahuarpamba,92,,,,,,,,,,,,,,,False
104,ESPINDOLA_LOJA,2010,Ecuador,LOJA,ESPINDOLA,14799,7598,7201,13093,12,158,1293,11589,1750,8410,1161,1386,8999,1870,525,23,4714,128,8497,4417,4025,1637,1346,2484,418,2739,2693,3441,14079,4865,10842,11878,6678,1547,14593,11606,1565,793,772,1183,3,46,116,1355,79,1039,47,55,660,456,209,13,568,47,819,531,490,35,122,76,14,76,50,404,1464,371,276,247,85,24,1491,170.0,espindola,loja,loja,loja,100,5,loja,espindola,espindola,100,,,,,,,,,,,,,,,False
105,GONZANAMA_LOJA,2010,Ecuador,LOJA,GONZANAMA,12716,6390,6326,11032,5,158,1036,10420,1184,8034,797,1120,7270,2121,821,37,4447,111,7046,5682,5047,1082,1981,2620,411,2885,2907,3626,12077,6159,9203,10085,3449,1270,12595,10184,1412,659,753,1204,0,48,80,1225,56,1004,30,65,454,345,410,24,549,28,704,497,463,7,148,61,2,41,27,392,1345,466,201,141,8,5,1378,85.0,gonzanama,loja,loja,loja,100,6,loja,gonzanama,gonzanama,100,,,,,,,,,,,,,,,False
106,MACARA_LOJA,2010,Ecuador,LOJA,MACARA,19018,9649,9369,13814,27,806,1041,16031,1136,12329,694,1053,9543,4835,1505,51,6834,287,10046,5928,5214,667,1328,1534,233,1829,1671,4632,17188,4268,6370,7514,2543,837,17576,6837,12587,6280,6307,8897,23,630,651,10852,595,8405,341,558,5491,3877,1370,48,4651,243,6553,3713,3350,98,807,354,36,435,246,3043,11341,2542,1475,1735,322,125,11260,989.0,macara,loja,loja,loja,100,7,loja,macara,macara,100,,,,,,,,,,,,,,,False
107,PALTAS_LOJA,2010,Ecuador,LOJA,PALTAS,23801,11881,11920,19019,85,430,1562,19668,1798,14850,1058,1747,12908,4578,1750,61,8304,270,12892,9016,7912,1553,2024,3738,481,4468,4128,6131,21932,6140,14622,17224,5393,1501,23122,15862,6617,3142,3475,5019,8,230,356,5736,260,4440,102,203,2305,2019,1316,53,2649,107,3240,2125,1907,38,364,273,26,256,116,1627,6050,1110,1149,1089,107,70,6142,462.0,paltas,loja,loja,loja,100,8,loja,paltas,paltas,100,,,,,,,,,,,,,,,False
108,PUYANGO_LOJA,2010,Ecuador,LOJA,PUYANGO,15513,7886,7627,11870,69,296,941,12942,1088,9946,689,1148,8851,2920,866,38,5385,202,8443,5572,4966,736,1051,2388,317,2580,2248,4007,14536,3329,9561,10411,2686,1143,15021,8974,4491,2149,2342,3155,12,197,190,3887,199,3010,118,170,1995,1321,547,26,1794,100,2192,1581,1306,23,217,253,6,145,65,1217,3896,623,932,560,41,16,4150,224.0,puyango,loja,loja,loja,100,9,loja,puyango,puyango,100,,,,,,,,,,,,,,,False
109,SARAGURO_LOJA,2010,Ecuador,LOJA,SARAGURO,30183,14123,16060,25119,10508,116,1602,22648,4167,15908,2927,3656,16561,4120,1793,69,11063,314,15438,13800,11826,2511,3398,5368,902,5977,5202,7573,28531,11366,21015,23455,8693,2864,29267,19768,4031,1900,2131,3081,984,53,163,3456,198,2637,103,170,1562,992,879,43,1552,60,2042,1342,1232,26,242,190,17,160,94,946,3829,818,795,689,68,56,3636,337.0,saraguro,loja,loja,loja,100,10,loja,saraguro,saraguro,100,,,,,,,,,,,,,,,False
110,SOZORANGA_LOJA,2010,Ecuador,LOJA,SOZORANGA,7465,3795,3670,6235,11,47,500,5995,633,4609,382,682,4599,1014,284,2,2344,63,4221,2726,2511,565,773,1398,163,1534,1488,1849,7169,2674,5734,6338,2254,563,7402,6152,923,458,465,640,0,17,75,808,29,659,16,27,355,288,163,0,353,9,475,325,291,10,53,46,3,45,37,242,875,150,200,194,25,10,902,148.0,sozoranga,loja,loja,loja,100,11,loja,sozoranga,sozoranga,100,,,,,,,,,,,,,,,False
111,ZAPOTILLO_LOJA,2010,Ecuador,LOJA,ZAPOTILLO,12312,6441,5871,8902,9,319,664,9607,1318,7303,928,1268,7113,1823,532,16,4326,124,6475,4162,3661,1491,1106,2279,395,2483,2456,3241,11380,3587,8962,9767,5656,1330,12028,9699,2437,1181,1256,1592,1,123,114,2074,117,1637,65,123,1024,709,287,9,995,59,1137,869,767,80,149,226,23,166,65,690,2257,455,840,605,269,91,2326,256.0,zapotillo,loja,loja,loja,100,12,loja,zapotillo,zapotillo,100,,,,,,,,,,,,,,,False
112,PINDAL_LOJA,2010,Ecuador,LOJA,PINDAL,8645,4502,4143,6129,6,89,461,6941,781,5186,490,730,5240,1247,396,15,2817,101,4804,2477,2187,686,505,1450,144,1540,1377,2034,7982,1895,6373,6755,2993,518,8464,6055,1828,920,908,961,0,34,105,1551,96,1190,42,82,808,509,236,9,678,22,947,571,488,11,59,66,0,72,15,457,1680,189,275,305,44,0,1743,56.0,pindal,loja,loja,loja,100,13,loja,pindal,pindal,100,,,,,,,,,,,,,,,False
113,QUILANGA_LOJA,2010,Ecuador,LOJA,QUILANGA,4337,2221,2116,3936,2,7,389,3523,453,2718,337,368,2533,735,266,7,1401,92,2483,1574,1412,122,326,793,97,812,714,1132,4129,957,3065,3128,312,290,4245,2709,880,432,448,760,1,6,76,774,29,622,14,31,390,198,165,5,328,21,454,318,293,10,45,52,2,35,21,240,824,113,161,109,14,3,851,69.0,quilanga,loja,loja,loja,100,14,loja,quilanga,quilanga,100,,,,,,,,,,,,,,,False
114,OLMEDO_LOJA,2010,Ecuador,LOJA,OLMEDO,4870,2422,2448,4271,2,68,376,4068,371,3090,252,401,3032,745,198,6,1571,32,2836,2103,1926,357,640,1085,149,1156,1173,1379,4687,1861,3853,4089,1028,438,4813,4141,622,282,340,456,1,12,53,557,16,433,11,21,280,170,101,5,225,11,337,229,214,3,66,50,2,21,16,172,604,180,193,96,11,11,594,54.0,olmedo,loja,loja,loja,100,15,loja,olmedo,olmedo,100,,,,,,,,,,,,,,,False
115,BABAHOYO_LOS RIOS,2010,Ecuador,LOS RIOS,BABAHOYO,153776,77967,75809,113206,717,10898,8220,127867,10596,98614,7045,9008,58842,45318,21659,1105,56340,3755,78368,47364,37183,5019,11059,20359,3025,29576,12965,38451,123058,36159,76295,110577,14841,9237,141129,47636,90191,44694,45497,71186,499,7752,5031,77991,4042,61444,2501,3559,26547,30283,19124,1043,35207,2900,43926,27229,21346,2094,4990,7573,1072,12604,1824,21415,71535,16126,28771,47862,5901,3327,78728,6638.0,babahoyo,los rios,los rios,los rios,100,0,los rios,babahoyo,babahoyo,100,,,,,,,,,,,,,,,False
116,BABA_LOS RIOS,2010,Ecuador,LOS RIOS,BABA,39681,20765,18916,25979,125,1608,1699,30078,5132,22530,3831,4402,20720,8184,1243,31,13411,448,21351,11967,7994,2620,3612,8301,1202,9784,7901,10275,27376,12030,31664,37374,8405,3687,38936,30069,5368,2687,2681,3758,27,198,249,4358,398,3295,274,352,2250,1671,424,22,1929,132,2695,1553,1303,87,377,592,58,866,60,1317,4577,1326,2399,3407,212,174,5125,224.0,baba,los rios,los rios,los rios,100,1,los rios,baba,baba,100,,,,,,,,,,,,,,,False
117,MONTALVO_LOS RIOS,2010,Ecuador,LOS RIOS,MONTALVO,24164,12298,11866,12623,126,1177,1247,20254,1599,15623,1031,1419,10089,7524,2467,74,9133,349,12371,7991,6891,780,1727,3653,500,5064,2946,6471,21086,5216,13199,18348,2308,1419,23007,10654,12734,6348,6386,6569,112,833,628,10850,664,8393,392,594,4556,4368,1800,57,4942,255,6317,4248,3670,134,776,1332,146,2070,235,3343,11165,2301,4746,7430,352,419,11744,730.0,montalvo,los rios,los rios,los rios,100,2,los rios,montalvo,montalvo,100,,,,,,,,,,,,,,,False
118,PUEBLOVIEJO_LOS RIOS,2010,Ecuador,LOS RIOS,PUEBLOVIEJO,36477,18614,17863,18480,679,2047,1678,28658,3542,21251,2528,3333,16639,9480,1896,60,12316,685,19199,10837,8826,1465,3111,5858,962,8820,4210,9253,30310,10735,22630,34237,4638,3159,35422,16391,7871,3949,3922,4110,29,564,466,6489,573,4894,378,515,3015,2586,692,32,2601,266,4195,2332,1972,108,640,663,171,1802,109,1996,6722,2195,2477,6960,254,590,7555,399.0,puebloviejo,los rios,los rios,los rios,100,3,los rios,puebloviejo,puebloviejo,100,,,,,,,,,,,,,,,False
119,QUEVEDO_LOS RIOS,2010,Ecuador,LOS RIOS,QUEVEDO,173575,86821,86754,115304,1432,12943,9724,143681,11843,109714,7389,10657,64830,54885,20708,1124,63556,4933,87035,50590,41738,1754,9135,20531,1696,34597,4061,40790,145990,30974,83423,138709,4706,5662,157744,16072,150827,75065,75762,101965,1366,12030,8543,125773,9653,96283,5917,8783,54044,49153,19551,1094,55678,4609,75139,43924,36726,1164,7589,16281,1248,29047,1379,35265,128522,25442,66149,116203,2770,4141,135702,5145.0,quevedo,los rios,los rios,los rios,100,4,los rios,quevedo,quevedo,100,,,,,,,,,,,,,,,False
120,URDANETA_LOS RIOS,2010,Ecuador,LOS RIOS,URDANETA,29263,15063,14200,19973,103,1114,1696,23526,2663,17713,1985,2389,13524,7901,1609,26,9961,500,15728,8959,7358,877,2587,4950,919,6519,3637,7455,24393,8809,19261,25285,2697,3198,28429,14017,6240,3090,3150,4101,8,286,371,5265,372,4000,250,365,2374,2194,572,11,2184,134,3319,1827,1668,54,448,646,83,1068,83,1513,5707,1607,2687,4334,124,321,5983,342.0,urdaneta,los rios,los rios,los rios,100,5,los rios,urdaneta,urdaneta,100,,,,,,,,,,,,,,,False
121,VENTANAS_LOS RIOS,2010,Ecuador,LOS RIOS,VENTANAS,66551,33785,32766,39448,682,3836,3997,53492,5687,39677,3698,4703,30358,17746,4961,164,23592,1244,34343,19772,15942,1411,5006,10150,1651,12977,6274,16429,54970,17273,40117,51361,4326,5654,63761,24298,38168,19032,19136,23654,258,3084,2383,31305,2691,23391,1657,2286,15289,11513,4002,149,13716,1004,19276,11058,9313,301,2724,4159,589,5760,463,9217,32923,9478,16818,23198,763,2074,35829,1638.0,ventanas,los rios,los rios,los rios,100,6,los rios,ventanas,ventanas,100,,,,,,,,,,,,,,,False
122,VINCES_LOS RIOS,2010,Ecuador,LOS RIOS,VINCES,71736,37081,34655,60089,298,4033,3640,56706,7399,42824,5495,6579,32669,18815,4674,180,24578,1231,38296,21742,17708,3766,5811,12748,2515,16159,11053,18284,58575,19389,48991,61833,12886,8430,69232,42075,30248,14969,15279,24995,86,2863,1659,25322,1900,19464,1282,1699,10607,10644,3849,164,10761,888,15573,9201,8466,347,1991,2964,518,5470,934,7481,27965,6729,11504,21015,891,1698,28252,3402.0,vinces,los rios,los rios,los rios,100,7,los rios,vinces,vinces,100,,,,,,,,,,,,,,,False
123,PALENQUE_LOS RIOS,2010,Ecuador,LOS RIOS,PALENQUE,22320,11841,10479,14223,36,1145,1045,16191,3543,11923,2640,3098,11740,3863,575,16,7301,211,12222,7172,4829,2343,1749,4420,1076,4986,4114,5799,15038,5645,16932,18929,8224,3520,21859,15632,6348,3211,3137,4362,17,448,359,4932,775,3620,596,726,2820,1653,412,14,1987,131,3589,2094,1801,181,505,560,185,857,125,1624,5472,1630,2176,3226,446,494,6072,444.0,palenque,los rios,los rios,los rios,100,8,los rios,palenque,palenque,100,,,,,,,,,,,,,,,False
124,BUENA FE_LOS RIOS,2010,Ecuador,LOS RIOS,BUENA FE,63148,32649,30499,29874,209,4354,3022,49051,6699,36233,4397,5929,28594,16246,3195,76,21899,1150,32701,17465,13803,635,3353,7441,1072,13621,2997,14545,50750,12337,31573,57157,1720,3916,59863,12158,38263,19293,18970,20370,77,2895,2010,30325,3690,22426,2372,3452,16067,11016,2258,64,13132,803,20080,10362,8746,230,1941,3350,358,8205,257,8809,32612,7259,14547,34583,519,1345,36237,1121.0,buena fe,los rios,los rios,los rios,100,9,los rios,buena fe,buena fe,100,,,,,,,,,,,,,,,False
125,VALENCIA_LOS RIOS,2010,Ecuador,LOS RIOS,VALENCIA,42556,22592,19964,15835,232,2944,1947,32379,5198,24150,3464,4396,21157,8773,1856,76,15346,538,21693,12056,8723,759,2733,7363,1045,10238,4610,10171,31725,9920,30386,41827,2163,3853,41139,18736,16983,8618,8365,7000,116,1383,887,13610,1591,10430,1037,1419,7086,4594,1409,61,6329,337,8535,4643,3654,116,933,1959,116,4114,128,4051,13643,3326,8195,16489,263,444,15967,485.0,valencia,los rios,los rios,los rios,100,10,los rios,valencia,valencia,100,,,,,,,,,,,,,,,False
126,MOCACHE_LOS RIOS,2010,Ecuador,LOS RIOS,MOCACHE,38392,19996,18396,23422,202,1137,1910,29376,4732,21865,3408,3975,19646,8054,1271,42,13582,406,20120,11516,9184,1453,2760,7310,831,9175,6939,9756,31021,9190,28481,35643,4544,2661,37551,26779,8028,4010,4018,5584,22,610,477,6470,734,4907,492,621,3235,2495,631,20,3002,170,4032,2293,1999,83,492,713,103,1421,121,1990,7036,1581,2830,5579,189,305,7589,423.0,mocache,los rios,los rios,los rios,100,11,los rios,mocache,mocache,100,,,,,,,,,,,,,,,False
