,nombre_completo_censo,año,ADM0NAME,ADM1NAME,ADM2NAME,poblacion,hombre,mujer,nacio_aqui,indigena,Afrodescendiente,discapacitado,alfabeto_si,alfabeto_no,alfabeto_si_15_o_mas,alfabeto_no_15_o_mas,sin_escolaridad_o_preescolar,primaria,secundaria,terciaria,posgrado,Ocupado,desocupado,inactivo,cantidad_de_viviendas,casa_o_departamento,viviendas_sin_bano,viviendas_sin_celular,viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,viviendas_sin_electricidad,vivirendas_sin_alcantarillado,viviendas_sin_servicio_de_basura,viviendas_sin_internet,personas_en_casa_o_depto,personas_sin_cel,personas_sin_agua_por_caneria,personas_sin_alcantarillado,personas_sin_bano,personas_sin_electricidad,personas_sin_internet,personas_sin_servicio_basura,urb_poblacion,urb_hombre,urb_mujer,urb_nacio_aqui,urb_indigena,urb_Afrodescendiente,urb_discapacitado,urb_alfabeto_si,urb_alfabeto_no,urb_alfabeto_si_15_o_mas,urb_alfabeto_no_15_o_mas,urb_sin_escolaridad_o_preescolar,urb_primaria,urb_secundaria,urb_terciaria,urb_posgrado,urb_Ocupado,urb_desocupado,urb_inactivo,urb_cantidad_de_viviendas,urb_casa_o_departamento,urb_viviendas_sin_bano,urb_viviendas_sin_celular,urb_viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,urb_viviendas_sin_electricidad,urb_vivirendas_sin_alcantarillado,urb_viviendas_sin_servicio_de_basura,urb_viviendas_sin_internet,urb_personas_en_casa_o_depto,urb_personas_sin_cel,urb_personas_sin_agua_por_caneria,urb_personas_sin_alcantarillado,urb_personas_sin_bano,urb_personas_sin_electricidad,urb_personas_sin_internet,urb_personas_sin_servicio_basura,Ciudad_norm_x,Estado_norm_x,estado_censo,estado_gdf,similitud_estado,indice,Estado_censo,nombre_censo,nombre_gdf,similitud,estado,ciudad,latitud,longitud,detalles,Ciudad_norm_y,Estado_norm_y,index_right,limraisg,area_sig_h,shape_Leng,shape_Area,Amazonas
623,HUILA-PITALITO,2018,Colombia,HUILA,PITALITO,120287,59717,60570,,1368,1099,8795,102743,6263,84226,3919,6767,43608,45280,11547,1726,44113,3617,49775,44709,42804,514,,,1202,10930,9473,25728,115589,,18983,41308,1631,4258,89422,35485,72275,34948,37327,,381,415,6145,62403,3129,51981,1859,3615,21375,29062,9923,1588,27988,2899,27874,26784,25399,31,,,177,573,406,13544,68772,,1160,1979,80,619,43597,1284.0,pitalito,huila,huila,huila,100,24,huila,pitalito,pitalito,100,,,,,,,,,,,,,False
624,HUILA-RIVERA,2018,Colombia,HUILA,RIVERA,22877,12163,10714,,227,93,1660,19515,1370,16310,946,1400,7740,8927,2619,313,7484,942,9059,8444,8140,64,,,151,1611,1067,5353,20428,,1863,5212,178,458,17158,3382,11494,5645,5849,,13,41,891,9792,696,8130,473,658,3537,4297,1733,203,4131,589,4768,4106,3957,11,,,15,92,59,2771,11166,,46,289,32,49,8849,166.0,rivera,huila,huila,huila,100,25,huila,rivera,rivera,100,,,,,,,,,,,,,False
625,HUILA-SALADOBLANCO,2018,Colombia,HUILA,SALADOBLANCO,10076,5186,4890,,25,17,1649,8218,857,6414,567,876,4906,2902,345,37,3189,349,4443,3641,3528,132,,,320,1808,2192,2724,9826,,2313,6761,412,1168,9777,8098,1822,898,924,,4,14,355,1525,134,1256,93,149,654,631,191,33,649,23,805,691,635,4,,,10,39,35,528,1678,,32,109,12,26,1618,81.0,saladoblanco,huila,huila,huila,100,26,huila,saladoblanco,saladoblanco,100,,,,,,,,,,,,,False
626,HUILA-SAN AGUSTIN,2018,Colombia,HUILA,SAN AGUSTIN,32409,16526,15883,,819,68,4495,27394,2290,22593,1751,2182,14371,11157,1707,217,12665,502,13823,11513,10359,630,,,688,5407,6381,8895,29662,,5982,19702,2001,2215,29872,22847,10831,5173,5658,,188,41,1607,9232,691,7772,469,612,3527,4465,1121,182,4332,284,4437,4271,3386,18,,,24,94,528,3069,8648,,70,283,43,72,8714,1564.0,san agustin,huila,huila,huila,100,27,huila,san agustin,san agustin,100,,,,,,,,,,,,,False
627,HUILA-SANTA MARIA,2018,Colombia,HUILA,SANTA MARIA,10215,5343,4872,,799,16,1645,8387,804,6775,564,787,4515,3445,367,63,3879,146,4226,4326,4213,104,,,274,2064,1996,2826,9972,,5417,7362,325,975,9734,7099,2522,1217,1305,,52,5,459,2106,174,1721,114,175,863,997,193,49,962,71,1034,1079,1041,5,,,8,40,15,686,2473,,57,109,7,24,2107,30.0,santa maria,huila,huila,huila,100,28,huila,santa maria,santa maria,100,,,,,,,,,,,,,False
628,HUILA-SUAZA,2018,Colombia,HUILA,SUAZA,17376,8990,8386,,9,10,1208,14346,1324,11548,865,1290,7771,5814,671,100,6501,450,6988,7010,6322,334,,,827,3334,3496,5470,16307,,6983,10112,833,2209,16589,10610,4005,1896,2109,,0,8,475,3413,226,2812,134,235,1378,1561,387,65,1590,84,1583,1517,1432,8,,,18,39,21,1200,3857,,32,127,23,43,3573,46.0,suaza,huila,huila,huila,100,29,huila,suaza,suaza,100,,,,,,,,,,,,,False
629,HUILA-TARQUI,2018,Colombia,HUILA,TARQUI,16108,8264,7844,,95,19,1387,13567,1052,10812,732,1101,7155,5632,555,131,5007,619,7544,6191,5981,113,,,235,2030,2653,4284,15699,,3941,7439,402,794,15294,9387,5118,2504,2614,,2,2,418,4305,323,3511,226,353,1708,2085,365,90,1561,286,2362,1682,1649,6,,,12,19,22,1299,5077,,35,58,30,42,4559,53.0,tarqui,huila,huila,huila,100,30,huila,tarqui,tarqui,100,,,,,,,,,,,,,False
630,HUILA-TESALIA,2018,Colombia,HUILA,TESALIA,9767,4956,4811,,10,68,1763,8300,656,6772,443,627,3722,3694,775,114,3137,485,4480,3469,3389,62,,,90,838,830,2577,9665,,912,2917,209,296,8822,2898,5243,2569,2674,,7,60,957,4454,367,3671,242,317,1688,2112,589,94,1657,364,2338,1807,1772,10,,,13,23,17,1320,5198,,25,88,46,33,4500,66.0,tesalia,huila,huila,huila,100,31,huila,tesalia,tesalia,100,,,,,,,,,,,,,False
631,HUILA-TELLO,2018,Colombia,HUILA,TELLO,10273,5389,4884,,76,18,677,8438,960,6895,745,854,4368,3754,354,40,3289,380,4734,4455,4291,107,,,180,1267,1019,2980,10103,,1664,4224,330,565,9952,3351,5173,2593,2580,,7,10,472,4192,525,3460,399,454,1905,2053,254,24,1364,339,2513,1794,1766,20,,,35,32,18,1471,5093,,52,96,62,115,4951,51.0,tello,huila,huila,huila,100,32,huila,tello,tello,100,,,,,,,,,,,,,False
632,HUILA-TERUEL,2018,Colombia,HUILA,TERUEL,7376,3825,3551,,26,25,473,6012,685,4925,502,628,3113,2594,303,39,2799,123,3096,2783,2646,81,,,115,935,935,2071,7015,,2604,3386,266,399,7146,3383,3965,1953,2012,,6,8,125,3290,323,2703,245,325,1455,1546,247,31,1587,77,1573,1427,1350,1,,,6,14,7,1139,3700,,35,35,1,14,3761,18.0,teruel,huila,huila,huila,100,33,huila,teruel,teruel,100,,,,,,,,,,,,,False
633,HUILA-TIMANA,2018,Colombia,HUILA,TIMANA,20919,10677,10242,,243,60,3111,17620,1622,14544,1109,1466,8720,7560,1309,156,7229,329,9845,7428,7170,168,,,306,2879,3480,5381,20250,,2654,10339,502,1087,18740,12322,7407,3690,3717,,12,41,1086,6285,496,5268,343,489,2408,2948,812,104,2722,195,3236,2482,2403,6,,,50,28,50,1728,7222,,65,87,20,185,5788,144.0,timana,huila,huila,huila,100,34,huila,timana,timana,100,,,,,,,,,,,,,False
634,HUILA-VILLAVIEJA,2018,Colombia,HUILA,VILLAVIEJA,6943,3581,3362,,179,15,967,5751,673,4801,534,580,3009,2545,258,12,2124,335,3354,2778,2649,218,,,197,453,903,2125,6762,,916,1410,658,585,6801,2864,2377,1202,1175,,6,8,336,1987,216,1674,171,174,947,949,113,8,699,173,1121,925,884,26,,,22,34,10,746,2311,,32,99,66,49,2297,18.0,villavieja,huila,huila,huila,100,35,huila,villavieja,villavieja,100,,,,,,,,,,,,,False
635,HUILA-YAGUARA,2018,Colombia,HUILA,YAGUARA,7380,3737,3643,,1,18,483,6293,498,5350,415,429,2477,2894,913,54,2327,583,3300,3094,2939,27,,,58,382,351,2147,7245,,653,1205,80,177,6936,1097,6196,3076,3120,,0,17,423,5358,355,4536,297,325,1989,2470,855,53,1835,566,2801,2271,2126,1,,,9,14,7,1773,6086,,21,39,3,25,5757,23.0,yaguara,huila,huila,huila,100,36,huila,yaguara,yaguara,100,,,,,,,,,,,,,False
636,LA GUAJIRA-RIOHACHA,2018,Colombia,LA GUAJIRA,RIOHACHA,177573,86766,90807,,53002,22844,5775,138038,17015,104201,12603,19280,44735,59632,27926,2958,56589,9182,67784,53673,40366,10613,,,9010,21830,15726,36541,130916,,57588,83854,41820,34565,135198,59899,121417,58278,63139,,15722,17802,4462,101963,6054,80726,3858,7437,26674,45434,25320,2854,41204,6877,46884,37996,33355,897,,,1079,8303,4507,22491,107886,,15082,30978,3365,3894,80374,16277.0,riohacha,la guajira,la guajira,la guajira,100,0,la guajira,riohacha,riohacha,100,,,,,,,,,,,,,False
637,LA GUAJIRA-ALBANIA,2018,Colombia,LA GUAJIRA,ALBANIA,26940,13580,13360,,9797,1135,894,20556,2504,14953,1979,2887,7104,9639,3009,440,7043,1465,10846,7332,4914,2379,,,2451,3073,3477,6129,17218,,9981,11821,9444,9651,23078,13395,14727,7195,7532,,711,303,693,12399,580,9669,374,707,3219,6111,2500,423,5119,728,5572,4356,3876,129,,,843,451,677,3238,13552,,1637,1650,533,3269,11802,2528.0,albania,la guajira,la guajira,la guajira,100,1,la guajira,albania,albania,100,,,,,,,,,,,,,False
638,LA GUAJIRA-BARRANCAS,2018,Colombia,LA GUAJIRA,BARRANCAS,28549,14124,14425,,9430,6273,839,23349,1842,17885,1524,2305,7350,11269,4041,203,8006,1381,12645,8423,6821,1180,,,846,2254,2710,6673,21093,,11631,10384,5537,3964,27303,12150,15675,7575,8100,,1918,2553,488,13154,759,10344,565,946,3751,6487,2542,165,4285,800,7159,4854,4573,86,,,108,421,722,3717,14855,,2986,1679,383,403,14537,2917.0,barrancas,la guajira,la guajira,la guajira,100,2,la guajira,barrancas,barrancas,100,,,,,,,,,,,,,False
639,LA GUAJIRA-DIBULLA,2018,Colombia,LA GUAJIRA,DIBULLA,36196,18507,17689,,11528,2732,2043,20910,8585,15148,5498,8535,8258,10165,1692,92,9761,1034,12790,9577,5921,3083,,,2931,6195,4794,8062,20401,,18160,26804,14254,13675,33881,21019,4787,2462,2325,,475,209,366,3660,436,2830,291,481,1169,1959,540,37,1266,273,1851,1304,1218,138,,,105,359,266,1084,4149,,777,1468,597,458,4111,1114.0,dibulla,la guajira,la guajira,la guajira,100,3,la guajira,dibulla,dibulla,100,,,,,,,,,,,,,False
640,LA GUAJIRA-DISTRACCION,2018,Colombia,LA GUAJIRA,DISTRACCION,11934,6064,5870,,2395,864,536,9481,986,7285,672,937,2920,5265,1239,68,3073,473,5467,3805,3497,528,,,199,1114,1163,2885,10757,,3250,3971,1854,661,10315,4135,5586,2701,2885,,169,96,379,4689,339,3750,234,340,1237,2713,675,44,1516,235,2623,1823,1639,38,,,22,140,175,1270,5013,,191,476,109,56,4442,596.0,distraccion,la guajira,la guajira,la guajira,100,4,la guajira,distraccion,distraccion,100,,,,,,,,,,,,,False
641,LA GUAJIRA-EL MOLINO,2018,Colombia,LA GUAJIRA,EL MOLINO,6963,3495,3468,,168,648,622,5913,502,4772,429,639,1938,2591,1158,76,2104,567,3079,2431,2234,165,,,284,449,566,1794,6427,,1330,1464,434,866,6423,1913,6259,3088,3171,,139,594,614,5391,386,4370,334,510,1672,2384,1126,74,1816,538,2832,1925,1746,21,,,125,220,334,1560,5746,,675,784,85,469,5719,1218.0,el molino,la guajira,la guajira,la guajira,100,5,la guajira,el molino,el molino,100,,,,,,,,,,,,,False
642,LA GUAJIRA-FONSECA,2018,Colombia,LA GUAJIRA,FONSECA,40852,20086,20766,,1262,2980,1454,33850,2531,26653,1547,3266,9953,14796,7901,421,12180,1994,17872,12395,11547,513,,,530,2173,2383,9234,38842,,8522,8079,1690,1777,34908,8914,34973,16949,18024,,921,1599,1043,29263,1883,23130,1058,2596,8060,12725,7312,412,10320,1743,15378,10227,9447,170,,,213,926,771,7610,33125,,4961,3652,598,813,29084,3120.0,fonseca,la guajira,la guajira,la guajira,100,6,la guajira,fonseca,fonseca,100,,,,,,,,,,,,,False
643,LA GUAJIRA-HATONUEVO,2018,Colombia,LA GUAJIRA,HATONUEVO,17672,8782,8890,,6294,2035,559,14473,1145,10854,878,1456,4478,7508,2100,45,4655,1107,7811,5593,4627,882,,,841,1898,1847,4498,14962,,6995,7044,2941,2654,16802,6836,11169,5452,5717,,873,1654,502,9371,538,7218,390,739,2570,4873,1668,36,3091,755,4873,3825,3351,55,,,198,222,155,2767,10026,,1128,749,163,701,10315,469.0,hatonuevo,la guajira,la guajira,la guajira,100,7,la guajira,hatonuevo,hatonuevo,100,,,,,,,,,,,,,False
644,LA GUAJIRA-LA JAGUA DEL PILAR,2018,Colombia,LA GUAJIRA,LA JAGUA DEL PILAR,2952,1549,1403,,67,333,308,2368,291,1810,232,302,887,1122,309,22,884,158,1314,870,639,117,,,80,219,304,724,2305,,578,764,372,222,2865,1057,1949,976,973,,48,224,206,1633,136,1256,105,158,508,789,278,20,530,128,906,498,432,8,,,3,10,19,437,1722,,7,30,28,5,1866,67.0,la jagua del pilar,la guajira,la guajira,la guajira,100,8,la guajira,la jagua del pilar,la jagua del pilar,100,,,,,,,,,,,,,False
645,LA GUAJIRA-MAICAO,2018,Colombia,LA GUAJIRA,MAICAO,159223,77126,82097,,67326,6714,4372,121784,16991,90871,12640,18873,46967,58145,13604,849,40125,10248,68603,48148,29446,14716,,,13622,23607,19351,38046,92709,,95898,92150,60381,55590,142561,76104,96897,46875,50022,,10031,5769,3805,79885,6053,63039,3975,6975,24815,41432,11738,742,31446,5611,38631,32852,26031,1085,,,1184,8774,4682,23096,79377,,35392,31097,3815,4058,81234,15686.0,maicao,la guajira,la guajira,la guajira,100,9,la guajira,maicao,maicao,100,,,,,,,,,,,,,False
646,LA GUAJIRA-MANAURE,2018,Colombia,LA GUAJIRA,MANAURE,74528,36421,38107,,69422,336,694,45107,16787,27692,13947,17907,24903,16816,2338,140,14128,5005,30414,20550,7011,15987,,,14347,18034,17374,18842,22753,,70123,69340,61757,54720,72084,66645,8032,3977,4055,,4213,293,153,6251,701,4654,514,803,2131,3128,821,52,2295,702,3006,3225,2484,456,,,321,1264,633,1969,6145,,6784,4704,1721,1066,7088,2121.0,manaure,la guajira,la guajira,la guajira,100,10,la guajira,manaure,manaure,100,,,,,,,,,,,,,False
647,LA GUAJIRA-SAN JUAN DEL CESAR,2018,Colombia,LA GUAJIRA,SAN JUAN DEL CESAR,46077,22765,23312,,8486,12108,3954,38266,3284,30439,2478,3938,11606,17922,7541,567,14581,3290,18780,15440,12686,1614,,,2711,5606,6033,11590,37962,,12299,19551,5784,9429,40478,20694,29829,14340,15489,,3134,3811,2548,25780,1357,20957,992,1816,6655,12028,6065,537,10142,2147,11961,9767,8566,209,,,903,1675,1390,6957,26682,,3501,6304,832,3318,24724,4879.0,san juan del cesar,la guajira,la guajira,la guajira,100,11,la guajira,san juan del cesar,san juan del cesar,100,,,,,,,,,,,,,False
648,LA GUAJIRA-URIBIA,2018,Colombia,LA GUAJIRA,URIBIA,160711,77668,83043,,154898,145,1727,96881,42112,64671,34200,43920,60455,30178,3997,352,23516,9850,81039,41496,10735,34552,,,36026,37182,37060,37779,35963,,154944,154635,144154,149806,156403,153910,7409,3412,3997,,4086,104,124,5902,537,4462,404,610,1946,3082,711,76,1887,535,2785,4495,3230,361,,,397,958,828,1764,4750,,4459,3546,1389,1378,6183,2781.0,uribia,la guajira,la guajira,la guajira,100,12,la guajira,uribia,uribia,100,,,,,,,,,,,,,False
649,LA GUAJIRA-URUMITA,2018,Colombia,LA GUAJIRA,URUMITA,10198,5048,5150,,152,751,511,8591,627,6967,494,762,2369,3993,1984,104,2898,697,4582,2917,2122,266,,,298,473,1964,2350,8102,,1074,1302,679,731,8929,7274,9283,4496,4787,,100,665,447,7916,483,6426,384,601,2039,3712,1937,104,2526,678,4242,2441,2062,39,,,65,132,1618,2008,7921,,247,413,115,225,8022,6362.0,urumita,la guajira,la guajira,la guajira,100,13,la guajira,urumita,urumita,100,,,,,,,,,,,,,False
650,LA GUAJIRA-VILLANUEVA,2018,Colombia,LA GUAJIRA,VILLANUEVA,24996,12234,12762,,456,358,1131,20890,1707,16524,1244,1928,6400,9454,4578,222,7525,1729,10648,6884,6597,354,,,356,785,963,5396,24155,,1872,2977,1176,1296,21555,3667,23909,11581,12328,,355,279,1079,20154,1499,15966,1086,1730,5944,9182,4560,222,7090,1718,10258,6335,6050,160,,,188,468,642,5073,23070,,875,1913,557,767,20468,2589.0,villanueva,la guajira,la guajira,la guajira,100,14,la guajira,villanueva,villanueva,100,,,,,,,,,,,,,False
651,MAGDALENA-SANTA MARTA,2018,Colombia,MAGDALENA,SANTA MARTA,479853,232340,247513,,7809,16914,19983,418202,18091,342743,11369,24657,100324,200423,98691,10297,172131,28017,190592,174942,163969,1134,,,3283,27036,12132,67206,454765,,108099,102449,4914,13321,248851,45909,439052,211467,227585,,1394,15612,17467,386480,13709,318021,8565,21079,89424,184325,94556,10075,157915,26782,175374,160307,151123,382,,,2099,17064,9279,58657,420275,,78149,63857,1209,7861,215971,34588.0,santa marta,magdalena,magdalena,magdalena,100,0,magdalena,santa marta,santa marta,100,,,,,,,,,,,,,False
652,MAGDALENA-ALGARROBO,2018,Colombia,MAGDALENA,ALGARROBO,14294,7428,6866,,24,233,893,11002,1718,8058,1344,1702,4715,5284,975,33,4175,396,6475,3846,3670,356,,,218,3344,612,2865,13797,,1794,14205,1406,840,11962,2550,9546,4891,4655,,3,175,697,7583,916,5569,739,948,3059,3616,845,26,2823,290,4337,2477,2346,239,,,4,2232,59,1752,9153,,332,9486,964,4,7248,209.0,algarrobo,magdalena,magdalena,magdalena,100,1,magdalena,algarrobo,algarrobo,100,,,,,,,,,,,,,False
653,MAGDALENA-ARACATACA,2018,Colombia,MAGDALENA,ARACATACA,37476,19011,18465,,3198,2739,994,28733,4699,22093,3176,4270,11133,14441,3010,147,10621,1933,16602,9669,8501,1220,,,985,5892,2301,8331,32511,,13556,26044,5864,4800,35494,10406,22620,11239,11381,,80,1892,604,18540,1947,14553,1357,1730,6146,9669,2745,137,6461,1380,10264,6078,5774,221,,,42,2700,455,5182,21560,,917,11359,862,127,21064,1763.0,aracataca,magdalena,magdalena,magdalena,100,2,magdalena,aracataca,aracataca,100,,,,,,,,,,,,,False
654,MAGDALENA-ARIGUANI,2018,Colombia,MAGDALENA,ARIGUANI,28348,14519,13829,,42,112,538,21861,3606,16680,2676,3524,9122,10596,1965,214,10248,842,11198,8560,8299,1056,,,895,6648,3077,6460,27705,,9205,24933,3739,2739,24411,11466,18962,9365,9597,,11,91,435,15055,2027,11594,1437,2057,5702,7568,1540,183,6862,490,7573,5677,5489,340,,,12,4886,1363,4317,18493,,5500,18685,1335,20,16516,5409.0,ariguani,magdalena,magdalena,magdalena,100,3,magdalena,ariguani,ariguani,100,,,,,,,,,,,,,False
655,MAGDALENA-CERRO SAN ANTONIO,2018,Colombia,MAGDALENA,CERRO SAN ANTONIO,9225,4775,4450,,8,18,453,6629,1760,5032,1452,1538,3060,3230,522,29,3121,176,4056,2350,2277,655,,,57,1980,1699,1968,8976,,3006,9145,3131,172,9088,8001,5181,2675,2506,,0,14,233,3750,1013,2917,837,907,1582,1884,362,18,2032,37,2151,1309,1269,273,,,39,1166,889,1159,5051,,169,5107,1240,134,5091,3973.0,cerro san antonio,magdalena,magdalena,magdalena,100,4,magdalena,cerro san antonio,cerro san antonio,100,MAGDALENA,CERRO SAN ANTONIO,-13.091053,-63.3997587,"Cerro San Antonio, Municipio Magdalena, Provincia de Iténez, Beni, Bolivia",cerro san antonio,magdalena,0.0,1.0,846654806.58,215.60126354,692.668742221,True
656,MAGDALENA-CHIBOLO,2018,Colombia,MAGDALENA,CHIBOLO,18208,9719,8489,,15,110,327,14205,2203,10584,1804,2140,6408,6739,1012,85,5786,870,7647,5466,5276,1359,,,1119,2536,2991,4464,17820,,5361,9405,4749,3513,17510,11219,12121,6243,5878,,7,37,201,9678,1261,7123,1048,1363,3922,4725,843,71,3559,639,5276,3347,3293,279,,,24,810,1772,2754,12034,,1442,3373,1215,100,11572,7303.0,chibolo,magdalena,magdalena,magdalena,100,5,magdalena,chibolo,chibolo,100,,,,,,,,,,,,,False
657,MAGDALENA-CIENAGA,2018,Colombia,MAGDALENA,CIENAGA,118435,58802,59633,,2342,5217,5255,97770,8964,77863,6136,9102,31396,50582,14261,933,37098,7751,49601,32169,30313,1909,,,1904,10533,5980,23900,112517,,21040,44747,8008,7518,101624,24730,104722,51478,53244,,239,4986,4476,88003,6709,70672,4572,7033,26410,46367,13803,911,32473,7479,44265,27691,26642,766,,,828,7223,2895,20538,101291,,12677,31326,3048,3216,88066,12273.0,cienaga,magdalena,magdalena,magdalena,100,6,magdalena,cienaga,cienaga,100,,,,,,,,,,,,,False
658,MAGDALENA-CONCORDIA,2018,Colombia,MAGDALENA,CONCORDIA,9681,5114,4567,,13,49,372,7245,1701,5525,1535,1843,3392,3162,473,70,2585,374,4905,3131,3090,426,,,39,2378,1228,2282,9610,,1443,8963,1576,100,8495,4595,4024,2101,1923,,5,30,137,3089,621,2373,558,694,1366,1344,268,33,939,216,2113,1193,1178,87,,,6,891,153,947,3999,,301,3359,337,20,3541,561.0,concordia,magdalena,magdalena,magdalena,100,7,magdalena,concordia,concordia,100,,,,,,,,,,,,,False
659,MAGDALENA-EL BANCO,2018,Colombia,MAGDALENA,EL BANCO,59594,30096,29498,,102,21083,7024,46560,6867,35855,4974,6569,19477,21970,4934,454,19018,3073,24440,16639,15692,2446,,,350,9785,7600,12699,56624,,27189,43584,11418,1116,54707,34386,38233,18818,19415,,71,12634,4418,30861,3432,24377,2326,3359,11124,15041,4330,431,12685,2577,14747,10818,10295,516,,,79,5285,3042,8140,36604,,13870,22552,2216,239,33445,13090.0,el banco,magdalena,magdalena,magdalena,100,8,magdalena,el banco,el banco,100,,,,,,,,,,,,,False
660,MAGDALENA-EL PIÑON,2018,Colombia,MAGDALENA,EL PIÑON,17308,9033,8275,,15,6378,1156,13022,2719,10131,2322,2822,6061,5676,1081,81,5242,1171,7413,4975,4849,649,,,167,2975,3184,4004,17081,,4294,12179,2662,566,16586,13038,6198,3142,3056,,8,2236,595,4811,750,3745,639,805,1872,2300,534,36,1765,530,2631,1605,1542,200,,,26,304,474,1307,6037,,396,1228,826,83,5533,1938.0,el pinon,magdalena,magdalena,magdalena,100,9,magdalena,el pinon,el pinon,100,,,,,,,,,,,,,False
661,MAGDALENA-EL RETEN,2018,Colombia,MAGDALENA,EL RETEN,19345,9927,9418,,40,5118,537,14601,2753,11100,1843,2207,6135,7657,1218,112,5004,1164,8804,5121,5047,479,,,128,4023,1329,4244,19158,,3179,18078,2031,481,18988,5760,15477,7876,7601,,35,3474,460,11784,2116,9032,1389,1596,4743,6274,1165,109,4045,1070,6919,3989,3951,147,,,19,3156,494,3361,15380,,335,14304,611,58,15140,2120.0,el reten,magdalena,magdalena,magdalena,100,10,magdalena,el reten,el reten,100,,,,,,,,,,,,,False
662,MAGDALENA-FUNDACION,2018,Colombia,MAGDALENA,FUNDACION,64833,31957,32876,,5610,1998,2267,51261,6768,39610,4409,6516,18746,25562,6371,449,19944,2438,28291,19116,17526,1347,,,1563,3804,2822,12593,58104,,10620,16759,6941,7743,51885,12698,55422,26979,28443,,213,1937,2075,45722,4410,35767,2923,4202,15341,23869,6201,442,18378,2377,23466,16818,16257,156,,,88,2102,957,10697,53873,,3057,8348,626,335,42641,3786.0,fundacion,magdalena,magdalena,magdalena,100,11,magdalena,fundacion,fundacion,100,,,,,,,,,,,,,False
663,MAGDALENA-GUAMAL,2018,Colombia,MAGDALENA,GUAMAL,25312,13124,12188,,6,86,1451,19466,3445,14876,2546,3002,8867,9334,1414,272,6946,978,12212,7067,7008,1048,,,453,3946,4136,5712,25211,,9398,17108,4454,1740,24011,17849,8212,4046,4166,,0,55,875,6733,667,5381,408,604,2165,3486,920,213,2632,434,3506,2390,2350,52,,,30,227,205,1795,8140,,151,882,199,120,7003,767.0,guamal,magdalena,magdalena,magdalena,100,12,magdalena,guamal,guamal,100,,,,,,,,,,,,,False
664,MAGDALENA-NUEVA GRANADA,2018,Colombia,MAGDALENA,NUEVA GRANADA,17470,9123,8347,,6,46,253,13174,2512,9781,1750,2538,6688,5702,700,34,5643,280,7567,5038,4875,877,,,645,2154,2542,4225,16932,,12127,8851,3665,2509,17032,10200,7739,3883,3856,,6,33,188,5850,1066,4191,791,1116,2887,2434,439,22,2355,183,3370,2158,2016,217,,,11,581,845,1859,7271,,7496,2458,987,60,7423,3339.0,nueva granada,magdalena,magdalena,magdalena,100,13,magdalena,nueva granada,nueva granada,100,,,,,,,,,,,,,False
665,MAGDALENA-PEDRAZA,2018,Colombia,MAGDALENA,PEDRAZA,7569,3967,3602,,3,3219,40,5834,1048,4415,870,1070,2794,2687,281,44,2142,416,3469,2450,2443,299,,,36,1465,1937,1925,7552,,1657,5728,1233,104,7537,7555,2404,1208,1196,,1,16,20,1938,270,1542,210,223,750,1072,135,27,645,209,1133,690,687,35,,,2,158,616,612,2396,,246,628,163,6,2388,2398.0,pedraza,magdalena,magdalena,magdalena,100,14,magdalena,pedraza,pedraza,100,,,,,,,,,,,,,False
666,MAGDALENA-PIJIÑO DEL CARMEN,2018,Colombia,MAGDALENA,PIJIÑO DEL CARMEN,11071,5738,5333,,28,83,737,8607,1213,6252,922,1121,3767,4108,711,99,2865,356,5140,3524,3469,654,,,690,1608,1823,2581,10926,,3232,6842,2884,3019,10814,7724,5609,2822,2787,,5,57,434,4343,588,3210,483,577,1743,2046,491,64,1404,235,2610,1571,1523,214,,,50,470,666,1300,5483,,229,2036,954,204,5403,2815.0,pijino del carmen,magdalena,magdalena,magdalena,100,15,magdalena,pijino del carmen,pijino del carmen,100,,,,,,,,,,,,,False
667,MAGDALENA-PIVIJAY,2018,Colombia,MAGDALENA,PIVIJAY,34374,17565,16809,,21,120,3045,26670,4589,20824,3722,4514,11693,12161,2571,288,11188,1523,14929,11382,11085,1319,,,1074,4580,5130,8130,33731,,14398,17671,5031,3869,31051,19715,20393,10038,10355,,12,114,1938,16311,2301,12969,1844,2267,5964,7891,2208,257,6728,972,8864,6468,6274,240,,,54,1021,1559,4571,19946,,3505,3780,874,164,17156,5761.0,pivijay,magdalena,magdalena,magdalena,100,16,magdalena,pivijay,pivijay,100,,,,,,,,,,,,,False
668,MAGDALENA-PLATO,2018,Colombia,MAGDALENA,PLATO,56210,28763,27447,,89,7129,1519,42851,7794,33080,5630,7580,17632,20366,4664,342,19802,2493,22044,15533,15155,2681,,,1425,10146,4298,11927,55143,,11632,42112,10474,5136,48065,16562,43179,21583,21596,,59,6919,1435,34255,4725,26717,3434,4906,12611,16644,4440,334,15332,2310,16661,11736,11439,605,,,57,6802,1114,8762,42304,,1660,29134,2551,220,35822,4253.0,plato,magdalena,magdalena,magdalena,100,17,magdalena,plato,plato,100,,,,,,,,,,,,,False
